Código DANE,Municipio,Departamento,clasificacion,Recurso Natural,min agrupado,Periodo,Regalías causadas,Regalías causadas %
27745,Sipi,Choco,Metales Preciosos (Gr),PLATA,Plata (Gr),2017-2018,181863.84999999998,5.0470841478647614e-09
27745,Sipi,Choco,Metales Preciosos (Gr),PLATA,Plata (Gr),2019-2020,147824.97,4.102437415382903e-09
27745,Sipi,Choco,Metales Preciosos (Gr),PLATA,Plata (Gr),2021-2022,3026378.19,8.398802394314566e-08
27745,Sipi,Choco,Metales Preciosos (Gr),PLATA,Plata (Gr),2023-2024,8420385.73,2.3368247915564117e-07
27745,Sipi,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2012,115158007.6,3.1958641294443602e-06
27745,Sipi,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2013-2014,193958802.02,5.382743162063169e-06
27745,Sipi,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2015-2016,34771267.6,9.649719474492793e-07
27745,Sipi,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2017-2018,1540654.02,4.275621835612806e-08
27745,Sipi,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2019-2020,574920.5900000001,1.595519173310175e-08
27745,Sipi,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2021-2022,18102412.42,5.02378008400747e-07
27745,Sipi,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2023-2024,287089463.15,7.967304543939709e-06
27787,Tado,Choco,Materiales Construcción (M3),ARENAS,Arenas (M3),2015-2016,20857526.009999998,5.788378992787624e-07
27787,Tado,Choco,Materiales Construcción (M3),ARENAS,Arenas (M3),2017-2018,11077408.0,3.074201404854802e-07
27787,Tado,Choco,Materiales Construcción (M3),ARENAS,Arenas (M3),2023-2024,2385747.8,6.620925435254576e-08
27787,Tado,Choco,Materiales Construcción (M3),GRAVA DE CANTERA,Gravas (M3),2015-2016,28710442.63,7.967719801161896e-07
27787,Tado,Choco,Materiales Construcción (M3),GRAVAS,Gravas (M3),2013-2014,485357.0,1.3469623681425403e-08
27787,Tado,Choco,Materiales Construcción (M3),GRAVAS,Gravas (M3),2015-2016,11408329.0,3.16603857498485e-07
27787,Tado,Choco,Materiales Construcción (M3),GRAVAS,Gravas (M3),2023-2024,2241939.2,6.221827920610174e-08
27787,Tado,Choco,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2015-2016,7656011.0,2.124695576057487e-07
27787,Tado,Choco,Metales Preciosos (Gr),ORO,Oro (Gr),2012,6255249826.47,0.0001735956444346171
27787,Tado,Choco,Metales Preciosos (Gr),ORO,Oro (Gr),2013-2014,2896177324.61,8.037469054154802e-05
27787,Tado,Choco,Metales Preciosos (Gr),ORO,Oro (Gr),2015-2016,7634288643.34,0.0002118667189330111
27787,Tado,Choco,Metales Preciosos (Gr),ORO,Oro (Gr),2017-2018,3464549403.02,9.614814803203917e-05
27787,Tado,Choco,Metales Preciosos (Gr),ORO,Oro (Gr),2019-2020,2144871010.2,5.952444355926204e-05
27787,Tado,Choco,Metales Preciosos (Gr),ORO,Oro (Gr),2021-2022,2048085693.48,5.683845820393396e-05
27787,Tado,Choco,Metales Preciosos (Gr),ORO,Oro (Gr),2023-2024,2169716383.84,6.021395217488973e-05
27787,Tado,Choco,Metales Preciosos (Gr),PLATA,Plata (Gr),2012,21164181.56,5.873482017124772e-07
27787,Tado,Choco,Metales Preciosos (Gr),PLATA,Plata (Gr),2013-2014,5589239.32,1.5511252604953882e-07
27787,Tado,Choco,Metales Preciosos (Gr),PLATA,Plata (Gr),2015-2016,6732493.470000001,1.868401063105176e-07
27787,Tado,Choco,Metales Preciosos (Gr),PLATA,Plata (Gr),2017-2018,6166825.08,1.7114168155970986e-07
27787,Tado,Choco,Metales Preciosos (Gr),PLATA,Plata (Gr),2019-2020,8185885.12,2.27174620054475e-07
27787,Tado,Choco,Metales Preciosos (Gr),PLATA,Plata (Gr),2021-2022,10613958.270000001,2.94558487190363e-07
27787,Tado,Choco,Metales Preciosos (Gr),PLATA,Plata (Gr),2023-2024,25813795.76,7.163842587546376e-07
27787,Tado,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2012,498654667.47,1.3838660445418985e-05
27787,Tado,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2013-2014,321999753.96999997,8.936134662706965e-06
27787,Tado,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2015-2016,640690827.32,1.778044684663352e-05
27787,Tado,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2017-2018,275052160.74,7.633245421268738e-06
27787,Tado,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2019-2020,112795424.52000001,3.1302977422207232e-06
27787,Tado,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2021-2022,148098408.52,4.1100258790589315e-06
27787,Tado,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2023-2024,34890937.980000004,9.682930389024019e-07
27800,Unguia,Choco,Metales Preciosos (Gr),ORO,Oro (Gr),2013-2014,17788161.39,4.936569162652666e-07
27800,Unguia,Choco,Metales Preciosos (Gr),ORO,Oro (Gr),2015-2016,3663937249.3,0.00010168155798809521
27800,Unguia,Choco,Metales Preciosos (Gr),ORO,Oro (Gr),2023-2024,387784.7,1.076179797224403e-08
27800,Unguia,Choco,Metales Preciosos (Gr),PLATA,Plata (Gr),2013-2014,20073.37,5.570760078004731e-10
27800,Unguia,Choco,Metales Preciosos (Gr),PLATA,Plata (Gr),2015-2016,2018357.83,5.601345076831773e-08
27800,Unguia,Choco,Metales Preciosos (Gr),PLATA,Plata (Gr),2023-2024,574.57,1.5945462162154033e-11
27800,Unguia,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2013-2014,1553872.37,4.312305390231235e-08
27800,Unguia,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2015-2016,19901287.73,5.523003819845368e-07
27810,Union Panamericana,Choco,Materiales Construcción (M3),ARENAS,Arenas (M3),2023-2024,202252.2,5.612901478170474e-09
27810,Union Panamericana,Choco,Materiales Construcción (M3),GRAVAS,Gravas (M3),2023-2024,190060.8,5.274565840382764e-09
27810,Union Panamericana,Choco,Metales Preciosos (Gr),ORO,Oro (Gr),2012,10697642351.17,0.0002968808871588104
27810,Union Panamericana,Choco,Metales Preciosos (Gr),ORO,Oro (Gr),2013-2014,2224321701.54,6.172935852613978e-05
27810,Union Panamericana,Choco,Metales Preciosos (Gr),ORO,Oro (Gr),2015-2016,7527413085.54,0.000208900709285868
27810,Union Panamericana,Choco,Metales Preciosos (Gr),ORO,Oro (Gr),2017-2018,974083995.91,2.7032771463081444e-05
27810,Union Panamericana,Choco,Metales Preciosos (Gr),ORO,Oro (Gr),2019-2020,16723168799.4,0.00046410125019083405
27810,Union Panamericana,Choco,Metales Preciosos (Gr),ORO,Oro (Gr),2021-2022,16634386963.1,0.00046163737736174763
27810,Union Panamericana,Choco,Metales Preciosos (Gr),ORO,Oro (Gr),2023-2024,25256226062.47,0.0007009105888541411
27810,Union Panamericana,Choco,Metales Preciosos (Gr),PLATA,Plata (Gr),2012,49055676.81,1.3613927605212802e-06
27810,Union Panamericana,Choco,Metales Preciosos (Gr),PLATA,Plata (Gr),2013-2014,3902495.74,1.0830203136282314e-07
27810,Union Panamericana,Choco,Metales Preciosos (Gr),PLATA,Plata (Gr),2015-2016,3109985.33,8.630828864084291e-08
27810,Union Panamericana,Choco,Metales Preciosos (Gr),PLATA,Plata (Gr),2017-2018,1684667.24,4.67528721152174e-08
27810,Union Panamericana,Choco,Metales Preciosos (Gr),PLATA,Plata (Gr),2019-2020,35248036.33,9.782032295285964e-07
27810,Union Panamericana,Choco,Metales Preciosos (Gr),PLATA,Plata (Gr),2021-2022,23389452.189999998,6.491038948938435e-07
27810,Union Panamericana,Choco,Metales Preciosos (Gr),PLATA,Plata (Gr),2023-2024,33053922.65,9.173122037808118e-07
27810,Union Panamericana,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2012,503596717.89,1.3975812190159514e-05
27810,Union Panamericana,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2013-2014,357725215.35,9.927587388502406e-06
27810,Union Panamericana,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2015-2016,476180632.88,1.3214961212626137e-05
27810,Union Panamericana,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2017-2018,75920830.26,2.106954289695161e-06
27810,Union Panamericana,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2019-2020,314966919.28,8.740959489199684e-06
27810,Union Panamericana,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2021-2022,267810392.14,7.432271915519437e-06
27810,Union Panamericana,Choco,Metales Preciosos (Gr),PLATINO,Platino (Gr),2023-2024,762603795.42,2.116377458722986e-05
41001,Neiva,Huila,Materiales Construcción (M3),ARENA DE RIO,Arenas (M3),2012,1004000.0,2.7863000175440147e-08
41001,Neiva,Huila,Materiales Construcción (M3),ARENA DE RIO,Arenas (M3),2013-2014,263467.76,7.311755222213967e-09
41001,Neiva,Huila,Materiales Construcción (M3),ARENA DE RIO,Arenas (M3),2015-2016,3032103.72,8.41469188070844e-08
41001,Neiva,Huila,Materiales Construcción (M3),ARENAS,Arenas (M3),2012,815954.0,2.264434904895527e-08
41001,Neiva,Huila,Materiales Construcción (M3),ARENAS,Arenas (M3),2013-2014,1677944.27,4.65662963041721e-08
41001,Neiva,Huila,Materiales Construcción (M3),ARENAS,Arenas (M3),2015-2016,4542905.21,1.2607466998330473e-07
41001,Neiva,Huila,Materiales Construcción (M3),ARENAS,Arenas (M3),2017-2018,6798274.779999999,1.886656687129784e-07
41001,Neiva,Huila,Materiales Construcción (M3),ARENAS,Arenas (M3),2019-2020,5411934.52,1.501919646217436e-07
41001,Neiva,Huila,Materiales Construcción (M3),ARENAS,Arenas (M3),2021-2022,6935306.39,1.9246856888575815e-07
41001,Neiva,Huila,Materiales Construcción (M3),ARENAS,Arenas (M3),2023-2024,7513676.05,2.0851947918261997e-07
41001,Neiva,Huila,Materiales Construcción (M3),GRAVA DE CANTERA,Gravas (M3),2015-2016,15834.0,4.3942504459952123e-10
41001,Neiva,Huila,Materiales Construcción (M3),GRAVAS,Gravas (M3),2012,830219.0,2.3040231217782614e-08
41001,Neiva,Huila,Materiales Construcción (M3),GRAVAS,Gravas (M3),2013-2014,6546271.95,1.8167208813877384e-07
41001,Neiva,Huila,Materiales Construcción (M3),GRAVAS,Gravas (M3),2015-2016,15553787.940000001,4.316486016942021e-07
41001,Neiva,Huila,Materiales Construcción (M3),GRAVAS,Gravas (M3),2017-2018,12150593.77,3.3720318361076886e-07
41001,Neiva,Huila,Materiales Construcción (M3),GRAVAS,Gravas (M3),2019-2020,7289668.35,2.0230281923799848e-07
41001,Neiva,Huila,Materiales Construcción (M3),GRAVAS,Gravas (M3),2021-2022,7181057.8,1.9928866010084246e-07
41001,Neiva,Huila,Materiales Construcción (M3),GRAVAS,Gravas (M3),2023-2024,8658010.75,2.402770468587776e-07
41001,Neiva,Huila,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2012,948841.0,2.6332228037315544e-08
41001,Neiva,Huila,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2013-2014,3265507.4699999997,9.06243378580788e-08
41001,Neiva,Huila,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2015-2016,151266.0,4.197932853125627e-09
41001,Neiva,Huila,Materiales Construcción (M3),GRAVAs DE RIO,Gravas (M3),2015-2016,4612886.52,1.2801679075303334e-07
41001,Neiva,Huila,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2012,534992.85,1.4847117403794047e-08
41001,Neiva,Huila,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2013-2014,7499865.6,2.0813621168185012e-07
41001,Neiva,Huila,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2015-2016,5799313.5,1.6094250305570958e-07
41001,Neiva,Huila,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2017-2018,3907551.88,1.0844234932069869e-07
41001,Neiva,Huila,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2019-2020,826700.0,2.294257195720754e-08
41001,Neiva,Huila,Metales Preciosos (Gr),ORO,Oro (Gr),2012,792380383.05,2.199013421507717e-05
41001,Neiva,Huila,Metales Preciosos (Gr),ORO,Oro (Gr),2013-2014,617280613.88,1.7130766785691478e-05
41001,Neiva,Huila,Metales Preciosos (Gr),ORO,Oro (Gr),2015-2016,15508901.73,4.304029199440976e-07
41001,Neiva,Huila,Metales Preciosos (Gr),ORO,Oro (Gr),2019-2020,31426629.59,8.721515794618153e-07
41001,Neiva,Huila,Metales Preciosos (Gr),ORO,Oro (Gr),2021-2022,840918602.25,2.333716649603848e-05
41001,Neiva,Huila,Metales Preciosos (Gr),ORO,Oro (Gr),2023-2024,1531254265.19,4.249535643389686e-05
41001,Neiva,Huila,Metales Preciosos (Gr),PLATA,Plata (Gr),2012,35578756.36,9.873813692237274e-07
41001,Neiva,Huila,Metales Preciosos (Gr),PLATA,Plata (Gr),2013-2014,9930839.07,2.756005684757748e-07
41001,Neiva,Huila,Metales Preciosos (Gr),PLATA,Plata (Gr),2019-2020,52461.44,1.455909474027732e-09
41001,Neiva,Huila,Metales Preciosos (Gr),PLATA,Plata (Gr),2021-2022,888769.3,2.466511868707751e-08
41001,Neiva,Huila,Metales Preciosos (Gr),PLATA,Plata (Gr),2023-2024,1468324.74,4.0748936741258076e-08
41001,Neiva,Huila,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2023-2024,152948.0,4.244611704017151e-09
41001,Neiva,Huila,Rocas Ornamentales (M3),MARMOL,Rocas Ornamentales (M3),2012,129348.0,3.5896646879410682e-09
41001,Neiva,Huila,Rocas Ornamentales (M3),MARMOL,Rocas Ornamentales (M3),2013-2014,766772.02,2.127945112328944e-08
41001,Neiva,Huila,Rocas Ornamentales (M3),MARMOL,Rocas Ornamentales (M3),2015-2016,420044.0,1.1657057814434843e-08
41001,Neiva,Huila,Rocas Ornamentales (M3),MARMOL (BLOQUE MAYOR O IGUAL A 1 M3),Rocas Ornamentales (M3),2013-2014,16226.0,4.503038255445138e-10
41001,Neiva,Huila,Rocas Ornamentales (M3),MARMOL EN RAJON (RETAL DE MÁRMOL),Rocas Ornamentales (M3),2017-2018,4835514.0,1.3419514684297142e-07
41001,Neiva,Huila,Rocas Ornamentales (M3),MARMOL EN RAJON (RETAL DE MÁRMOL),Rocas Ornamentales (M3),2019-2020,1478576.0,4.1033429628886046e-08
41001,Neiva,Huila,Rocas Ornamentales (M3),MARMOL EN RAJÓN (RETAL DE MÁRMOL),Rocas Ornamentales (M3),2012,269465.0,7.47819057995516e-09
41001,Neiva,Huila,Rocas Ornamentales (M3),MARMOL EN RAJÓN (RETAL DE MÁRMOL),Rocas Ornamentales (M3),2013-2014,8540.0,2.3700201344448095e-10
41013,Agrado,Huila,Materiales Construcción (M3),ARENA DE RIO,Arenas (M3),2012,227720.0,6.31968366529007e-09
41013,Agrado,Huila,Materiales Construcción (M3),ARENA DE RIO,Arenas (M3),2013-2014,12008680.06,3.3326479543683727e-07
41013,Agrado,Huila,Materiales Construcción (M3),ARENA DE RIO,Arenas (M3),2015-2016,6973285.95,1.9352257733888878e-07
41013,Agrado,Huila,Materiales Construcción (M3),ARENAS,Arenas (M3),2013-2014,3638203.0,1.0096738130207856e-07
41013,Agrado,Huila,Materiales Construcción (M3),GRAVAS,Gravas (M3),2013-2014,3612683.0,1.0025915046096578e-07
41013,Agrado,Huila,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2013-2014,26771042.32,7.429497578275654e-07
41013,Agrado,Huila,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2015-2016,1615930.0,4.4845276766433267e-08
41013,Agrado,Huila,Metales Preciosos (Gr),ORO,Oro (Gr),2012,1858699.24,5.158260682291879e-08
41016,Aipe,Huila,Materiales Construcción (M3),ARENAS,Arenas (M3),2019-2020,11982512.0,3.3253857963965505e-07
41016,Aipe,Huila,Materiales Construcción (M3),ARENAS,Arenas (M3),2021-2022,30121325.0,8.359267766528782e-07
41016,Aipe,Huila,Materiales Construcción (M3),ARENAS,Arenas (M3),2023-2024,5200045.0,1.443116083140405e-07
41016,Aipe,Huila,Materiales Construcción (M3),GRAVAS,Gravas (M3),2017-2018,2615952.0,7.25978795168755e-08
41016,Aipe,Huila,Materiales Construcción (M3),GRAVAS,Gravas (M3),2019-2020,2918392.0,8.099119203984375e-08
41016,Aipe,Huila,Materiales Construcción (M3),GRAVAS,Gravas (M3),2021-2022,8943592.0,2.4820249548313257e-07
41016,Aipe,Huila,Materiales Construcción (M3),GRAVAS,Gravas (M3),2023-2024,1544094.0,4.2851684654278964e-08
41016,Aipe,Huila,Metales Preciosos (Gr),ORO,Oro (Gr),2013-2014,2054834.1400000001,5.702574103916376e-08
41016,Aipe,Huila,Metales Preciosos (Gr),ORO,Oro (Gr),2017-2018,5712258.34,1.5852654893384406e-07
41016,Aipe,Huila,Metales Preciosos (Gr),ORO,Oro (Gr),2019-2020,25016898.31,6.942687669327672e-07
41016,Aipe,Huila,Metales Preciosos (Gr),ORO,Oro (Gr),2021-2022,370465146.32,1.0281145853494642e-05
41016,Aipe,Huila,Metales Preciosos (Gr),PLATA,Plata (Gr),2017-2018,8452.65,2.3457787692523323e-10
41016,Aipe,Huila,Metales Preciosos (Gr),PLATA,Plata (Gr),2019-2020,61189.03,1.6981174836902515e-09
41016,Aipe,Huila,Metales Preciosos (Gr),PLATA,Plata (Gr),2021-2022,667176.02,1.8515463707479544e-08
41016,Aipe,Huila,Otro Mineral No Metalico (Ton),ARCILLAS,Arcillas (Ton),2013-2014,2541339.3,7.052722844796109e-08
41016,Aipe,Huila,Otro Mineral No Metalico (Ton),ARCILLAS,Arcillas (Ton),2015-2016,1693300.39,4.699245922673592e-08
41016,Aipe,Huila,Otro Mineral No Metalico (Ton),ARCILLAS,Arcillas (Ton),2017-2018,3182596.48,8.832339270975618e-08
41016,Aipe,Huila,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2013-2014,1092546.16,3.0320332517685715e-08
41016,Aipe,Huila,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2017-2018,8425386.0,2.3382124660971214e-07
41016,Aipe,Huila,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2019-2020,13234600.0,3.672865160576496e-07
41016,Aipe,Huila,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2021-2022,11911100.0,3.305567543721964e-07
41016,Aipe,Huila,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2023-2024,7181600.0,1.993037072310169e-07
41016,Aipe,Huila,Otro Mineral No Metalico (Ton),ROCA FOSFORICA,Roca Fosforica (Ton),2012,56453460.84,1.5666960052680514e-06
41016,Aipe,Huila,Otro Mineral No Metalico (Ton),ROCA FOSFORICA,Roca Fosforica (Ton),2013-2014,68018773.25,1.887656465137424e-06
41016,Aipe,Huila,Otro Mineral No Metalico (Ton),ROCA FOSFORICA,Roca Fosforica (Ton),2015-2016,102646686.75,2.8486500507207173e-06
41016,Aipe,Huila,Otro Mineral No Metalico (Ton),ROCA FOSFORICA,Roca Fosforica (Ton),2017-2018,91965505.0,2.5522259780372926e-06
41016,Aipe,Huila,Otro Mineral No Metalico (Ton),ROCA FOSFORICA,Roca Fosforica (Ton),2019-2020,108843200.0,3.0206156381428954e-06
41016,Aipe,Huila,Otro Mineral No Metalico (Ton),ROCA FOSFORICA,Roca Fosforica (Ton),2021-2022,109405100.0,3.0362094825637916e-06
41026,Altamira,Huila,Materiales Construcción (M3),GRAVAS,Gravas (M3),2021-2022,19723.0,5.473525422910419e-10
41026,Altamira,Huila,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2013-2014,19767.0,5.485736299481329e-10
41026,Altamira,Huila,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2015-2016,24191.0,6.713484434701919e-10
41026,Altamira,Huila,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2021-2022,24066.0,6.678794444443652e-10
41026,Altamira,Huila,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2021-2022,59202.0,1.642973442615944e-09
41026,Altamira,Huila,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2023-2024,125674.0,3.4877038685739695e-09
41078,Baraya,Huila,Materiales Construcción (M3),GRAVAS DE RIO,Gravas (M3),2013-2014,631392.0,1.7522385863318234e-08
41078,Baraya,Huila,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2013-2014,270131.91000000003,7.496698661077672e-09
41078,Baraya,Huila,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2015-2016,122084.81,3.3880966956659137e-09
41132,Campoalegre,Huila,Materiales Construcción (M3),ARENAS,Arenas (M3),2017-2018,1158286.0,3.2144744045029746e-08
41132,Campoalegre,Huila,Materiales Construcción (M3),ARENAS,Arenas (M3),2021-2022,203189.0,5.6388995444696296e-09
41132,Campoalegre,Huila,Materiales Construcción (M3),ARENAS,Arenas (M3),2023-2024,2083864.99,5.7831404962115125e-08
41132,Campoalegre,Huila,Materiales Construcción (M3),GRAVAS,Gravas (M3),2017-2018,1633507.0,4.5333073533448916e-08
41132,Campoalegre,Huila,Materiales Construcción (M3),GRAVAS,Gravas (M3),2021-2022,747410.0,2.0742116495145142e-08
41132,Campoalegre,Huila,Materiales Construcción (M3),GRAVAS,Gravas (M3),2023-2024,3241176.36,8.994910108298054e-08
41132,Campoalegre,Huila,Metales Preciosos (Gr),ORO,Oro (Gr),2017-2018,266859432.45999998,7.405880889891273e-06
41132,Campoalegre,Huila,Metales Preciosos (Gr),ORO,Oro (Gr),2019-2020,816741673.36,2.2666208553903347e-05
41132,Campoalegre,Huila,Metales Preciosos (Gr),ORO,Oro (Gr),2021-2022,1323066156.44,3.671772166235721e-05
41132,Campoalegre,Huila,Metales Preciosos (Gr),ORO,Oro (Gr),2023-2024,713283591.95,1.9795040684901824e-05
41132,Campoalegre,Huila,Metales Preciosos (Gr),PLATA,Plata (Gr),2017-2018,503245.88,1.396607573977045e-08
41132,Campoalegre,Huila,Metales Preciosos (Gr),PLATA,Plata (Gr),2019-2020,1238221.97,3.4363126461497856e-08
41132,Campoalegre,Huila,Metales Preciosos (Gr),PLATA,Plata (Gr),2021-2022,1749015.26,4.853865786476842e-08
41132,Campoalegre,Huila,Metales Preciosos (Gr),PLATA,Plata (Gr),2023-2024,959244.85,2.662095560143432e-08
41132,Campoalegre,Huila,Otro Mineral No Metalico (Ton),ARCILLAS,Arcillas (Ton),2012,16100.0,4.468070745264805e-10
41132,Campoalegre,Huila,Otro Mineral No Metalico (Ton),ARCILLAS,Arcillas (Ton),2013-2014,142900.0,3.9657596863250965e-09
41132,Campoalegre,Huila,Otro Mineral No Metalico (Ton),ARCILLAS,Arcillas (Ton),2015-2016,607330.0,1.6854617426842694e-08
41132,Campoalegre,Huila,Otro Mineral No Metalico (Ton),ARCILLAS,Arcillas (Ton),2017-2018,763766.0,2.1196028079676514e-08
41132,Campoalegre,Huila,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2015-2016,67437.0,1.8715110984374077e-09
41132,Campoalegre,Huila,Otro Mineral No Metalico (Ton),ARCILLAS CERAMICAS,Arcillas (Ton),2021-2022,1874156.0,5.201156270597829e-08
41132,Campoalegre,Huila,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2012,587870.0,1.6314563658501992e-08
41132,Campoalegre,Huila,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2013-2014,1093908.0,3.035812629075237e-08
41132,Campoalegre,Huila,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2015-2016,2262193.0,6.278036250585606e-08
41132,Campoalegre,Huila,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2017-2018,4464902.0,1.239099255072939e-07
41132,Campoalegre,Huila,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2019-2020,7594166.0,2.107532356477307e-07
41132,Campoalegre,Huila,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2021-2022,6068324.0,1.6840808035520685e-07
41132,Campoalegre,Huila,Otro Mineral No Metalico (Ton),ARCILLAS MISCELANEAS,Arcillas (Ton),2023-2024,3640171.0,1.0102199722274118e-07
41206,Colombia,Huila,Materiales Construcción (M3),GRAVAS,Gravas (M3),2021-2022,1591388.0,4.416418737369855e-08
41244,Elias,Huila,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2012,83094.0,2.306024040416358e-09
41298,Garzon,Huila,Materiales Construcción (M3),ARENA DE RIO,Arenas (M3),2013-2014,69067.99,1.9167743202064726e-09
41298,Garzon,Huila,Materiales Construcción (M3),ARENA DE RIO,Arenas (M3),2015-2016,59535.99,1.6522423304930308e-09
41298,Garzon,Huila,Materiales Construcción (M3),ARENAS,Arenas (M3),2017-2018,194681.0,5.4027855947757605e-09
41298,Garzon,Huila,Materiales Construcción (M3),ARENAS,Arenas (M3),2019-2020,465683.0,1.2923630986752484e-08
41298,Garzon,Huila,Materiales Construcción (M3),ARENAS,Arenas (M3),2021-2022,247801.0,6.87697142079108e-09
41298,Garzon,Huila,Materiales Construcción (M3),GRAVAS,Gravas (M3),2019-2020,78650.0,2.182694187050167e-09
41298,Garzon,Huila,Materiales Construcción (M3),GRAVAS,Gravas (M3),2021-2022,86005.0,2.3868100897298107e-09
41298,Garzon,Huila,Materiales Construcción (M3),RECEBO,Mat Cons (M3),2015-2016,55316.0,1.535129200901043e-09
41298,Garzon,Huila,Metales Preciosos (Gr),ORO,Oro (Gr),2019-2020,28262161.0,7.843312718140614e-07
41298,Garzon,Huila,Metales Preciosos (Gr),ORO,Oro (Gr),2021-2022,243816179.66,6.766384717770644e-06
41298,Garzon,Huila,Metales Preciosos (Gr),ORO,Oro (Gr),2023-2024,97003434.59,2.6920385607564414e-06
41298,Garzon,Huila,Metales Preciosos (Gr),PLATA,Plata (Gr),2019-2020,20215.07,5.610084650961502e-10
41298,Garzon,Huila,Metales Preciosos (Gr),PLATA,Plata (Gr),2021-2022,299209.72,8.303665817583064e-09
41298,Garzon,Huila,Metales Preciosos (Gr),PLATA,Plata (Gr),2023-2024,118837.88,3.2979879196104934e-09
41298,Garzon,Huila,Otro Mineral No Metalico (m3),ARENAS SILICEAS,Arenas (M3),2019-2020,40465.0,1.1229843646406232e-09
41298,Garzon,Huila,Otro Mineral No Metalico (m3),ARENAS SILICEAS,Arenas (M3),2021-2022,94263.0,2.6159860413720266e-09
41298,Garzon,Huila,Otro Mineral No Metalico (m3),ARENAS SILICEAS,Arenas (M3),2023-2024,25416.0,7.053446339232937e-10
41306,Gigante,Huila,Materiales Construcción (M3),ARENA DE CANTERA,Arenas (M3),2013-2014,84199389.16,2.3367007917699534e-06
41306,Gigante,Huila,Materiales Construcción (M3),ARENA DE RIO,Arenas (M3),2013-2014,26234401.619999997,7.280569093034136e-07
41306,Gigante,Huila,Materiales Construcción (M3),ARENA DE RIO,Arenas (M3),2015-2016,2962426.0,8.221322326466978e-08
41306,Gigante,Huila,Materiales Construcción (M3),ARENAS,Arenas (M3),2015-2016,411445884.0,1.1418442966211281e-05
